0 0 0
0 2 0
0 4 0
0 6 0
0 8 0
0 10 0
0 12 0
0 14 0
0 16 0
0 18 0
0 20 0
0 22 0
0 24 0
0 26 0
0 28 0
0 30 0
0 32 0
0 34 0
0 36 0
0 38 0
0 40 0
0 42 0
0 44 0
0 46 0
0 48 0
0 50 0
0 52 0
0 54 0
0 56 0
0 58 0
0 60 0
0 62 0
1 0 0.841471
1 2 0.681561
1 4 0.533168
1 6 0.409309
1 8 0.310984
1 10 0.234921
1 12 0.176892
1 14 0.132957
1 16 0.0998334
1 18 0.0749192
1 20 0.0562045
1 22 0.0421572
1 24 0.0316175
1 26 0.0237115
1 28 0.0177819
1 30 0.0133348
1 32 0.00999983
1 34 0.00749887
1 36 0.00562338
1 38 0.00421695
1 40 0.00316227
1 42 0.00237137
1 44 0.00177828
1 46 0.00133352
1 48 0.001
1 50 0.000749894
1 52 0.000562341
1 54 0.000421696
1 56 0.000316228
1 58 0.000237137
1 60 0.000177828
1 62 0.000133352
2 0 0.909297
2 2 0.99748
2 4 0.902131
2 6 0.746904
2 8 0.591127
2 10 0.456693
2 12 0.348205
2 14 0.263554
2 16 0.198669
2 18 0.149417
2 20 0.112231
2 22 0.0842393
2 24 0.0632034
2 26 0.0474097
2 28 0.0355581
2 30 0.0266673
2 32 0.0199987
2 34 0.0149973
2 36 0.0112466
2 38 0.00843383
2 40 0.00632451
2 42 0.00474273
2 44 0.00355655
2 46 0.00266704
2 48 0.002
2 50 0.00149979
2 52 0.00112468
2 54 0.000843393
2 56 0.000632456
2 58 0.000474275
2 60 0.000355656
2 62 0.000266704
3 0 0.14112
3 2 0.778273
3 4 0.993253
3 6 0.953634
3 8 0.812649
3 10 0.652904
3 12 0.508536
3 14 0.38947
3 16 0.29552
3 18 0.223075
3 20 0.167903
3 22 0.126172
3 24 0.0947261
3 26 0.0710812
3 28 0.0533231
3 30 0.039995
3 32 0.0299955
3 34 0.0224949
3 36 0.0168694
3 38 0.0126506
3 40 0.00948669
3 42 0.00711406
3 44 0.00533481
3 46 0.00400055
3 48 0.003
3 50 0.00224968
3 52 0.00168702
3 54 0.00126509
3 56 0.000948683
3 58 0.000711412
3 60 0.000533484
3 62 0.000400056
4 0 -0.756802
4 2 0.141539
4 4 0.778472
4 6 0.993281
4 8 0.953581
4 10 0.812571
4 12 0.652828
4 14 0.508471
4 16 0.389418
4 18 0.29548
4 20 0.223044
4 22 0.16788
4 24 0.126154
4 26 0.0947128
4 28 0.0710712
4 30 0.0533156
4 32 0.0399893
4 34 0.0299913
4 36 0.0224918
4 38 0.0168671
4 40 0.0126488
4 42 0.00948535
4 44 0.00711306
4 46 0.00533406
4 48 0.00399999
4 50 0.00299957
4 52 0.00224936
4 54 0.00168679
4 56 0.00126491
4 58 0.000948549
4 60 0.000711312
4 62 0.000533409
5 0 -0.958924
5 2 -0.571127
5 4 0.323935
5 6 0.858896
5 8 0.999947
5 10 0.926757
5 12 0.77653
5 14 0.618444
5 16 0.479426
5 18 0.366223
5 20 0.277481
5 22 0.209289
5 24 0.157456
5 26 0.118291
5 28 0.0887969
5 30 0.0666267
5 32 0.0499792
5 34 0.0374859
5 36 0.0281134
5 38 0.0210833
5 40 0.0158107
5 42 0.0118566
5 44 0.00889128
5 46 0.00666756
5 48 0.00499998
5 50 0.00374946
5 52 0.0028117
5 54 0.00210848
5 56 0.00158114
5 58 0.00118569
5 60 0.00088914
5 62 0.000666761
6 0 -0.279415
6 2 -0.977396
6 4 -0.230367
6 6 0.574026
6 8 0.947148
6 10 0.989072
6 12 0.875741
6 14 0.717435
6 16 0.564642
6 18 0.434908
6 20 0.331039
6 22 0.250327
6 24 0.1886
6 26 0.141803
6 28 0.106494
6 30 0.0799259
6 32 0.059964
6 34 0.0449785
6 36 0.0337341
6 38 0.0252991
6 40 0.0189725
6 42 0.0142278
6 44 0.0106695
6 46 0.00800104
6 48 0.00599996
6 50 0.00449935
6 52 0.00337404
6 54 0.00253018
6 56 0.00189737
6 58 0.00142282
6 60 0.00106697
6 62 0.000800113
7 0 0.656987
