0 1 1
0 3 1
0 5 1
0 7 1
0 9 1
0 11 1
0 13 1
0 15 1
0 17 1
0 19 1
0 21 1
0 23 1
0 25 1
0 27 1
0 29 1
0 31 1
0 33 1
0 35 1
0 37 1
0 39 1
0 41 1
0 43 1
0 45 1
0 47 1
0 49 1
0 51 1
0 53 1
0 55 1
0 57 1
0 59 1
0 61 1
0 63 1
1 1 0.540302
1 3 0.731761
1 5 0.846009
1 7 0.912396
1 9 0.950415
1 11 0.972014
1 13 0.98423
1 15 0.991122
1 17 0.995004
1 19 0.99719
1 21 0.998419
1 23 0.999111
1 25 0.9995
1 27 0.999719
1 29 0.999842
1 31 0.999911
1 33 0.99995
1 35 0.999972
1 37 0.999984
1 39 0.999991
1 41 0.999995
1 43 0.999997
1 45 0.999998
1 47 0.999999
1 49 1
1 51 1
1 53 1
1 55 1
1 57 1
1 59 1
1 61 1
1 63 1
2 1 -0.416147
2 3 0.0709483
2 5 0.431463
2 7 0.664932
2 9 0.806578
2 11 0.889624
2 13 0.937418
2 15 0.964645
2 17 0.980067
2 19 0.988774
2 21 0.993682
2 23 0.996446
2 25 0.998001
2 27 0.998875
2 29 0.999368
2 31 0.999644
2 33 0.9998
2 35 0.999888
2 37 0.999937
2 39 0.999964
2 41 0.99998
2 43 0.999989
2 45 0.999994
2 47 0.999996
2 49 0.999998
2 51 0.999999
2 53 0.999999
2 55 1
2 57 1
2 59 1
2 61 1
2 63 1
3 1 -0.989992
3 3 -0.627927
3 5 -0.115966
3 7 0.300967
3 9 0.582754
3 11 0.757441
3 13 0.861041
3 15 0.921039
3 17 0.955337
3 19 0.974801
3 21 0.985803
3 23 0.992008
3 25 0.995503
3 27 0.997471
3 29 0.998577
3 31 0.9992
3 33 0.99955
3 35 0.999747
3 37 0.999858
3 39 0.99992
3 41 0.999955
3 43 0.999975
3 45 0.999986
3 47 0.999992
3 49 0.999996
3 51 0.999997
3 53 0.999999
3 55 0.999999
3 57 1
3 59 1
3 61 1
3 63 1
4 1 -0.653644
4 3 -0.989933
4 5 -0.62768
4 7 -0.11573
4 9 0.301137
4 11 0.582862
4 13 0.757506
4 15 0.861079
4 17 0.921061
4 19 0.955349
4 21 0.974808
4 23 0.985807
4 25 0.992011
4 27 0.995505
4 29 0.997471
4 31 0.998578
4 33 0.9992
4 35 0.99955
4 37 0.999747
4 39 0.999858
4 41 0.99992
4 43 0.999955
4 45 0.999975
4 47 0.999986
4 49 0.999992
4 51 0.999996
4 53 0.999997
4 55 0.999999
4 57 0.999999
4 59 1
4 61 1
4 63 1
5 1 0.283662
5 3 -0.820862
5 5 -0.946079
5 7 -0.51215
5 9 -0.0103423
5 11 0.375661
5 13 0.63008
5 15 0.785829
5 17 0.877583
5 19 0.930527
5 21 0.960731
5 23 0.977854
5 25 0.987526
5 27 0.992979
5 29 0.99605
5 31 0.997778
5 33 0.99875
5 35 0.999297
5 37 0.999605
5 39 0.999778
5 41 0.999875
5 43 0.99993
5 45 0.99996
5 47 0.999978
5 49 0.999987
5 51 0.999993
5 53 0.999996
5 55 0.999998
5 57 0.999999
5 59 0.999999
5 61 1
5 63 1
6 1 0.96017
6 3 -0.211416
6 5 -0.973104
6 7 -0.818837
6 9 -0.320796
6 11 0.147433
6 13 0.482782
6 15 0.696626
6 17 0.825336
6 19 0.900475
6 21 0.943617
6 23 0.968161
6 25 0.982054
6 27 0.989895
6 29 0.994313
6 31 0.996801
6 33 0.998201
6 35 0.998988
6 37 0.999431
6 39 0.99968
6 41 0.99982
6 43 0.999899
6 45 0.999943
6 47 0.999968
6 49 0.999982
6 51 0.99999
6 53 0.999994
6 55 0.999997
6 57 0.999998
6 59 0.999999
6 61 0.999999
6 63 1
7 1 0.753902
7 3 0.511449
7 5 -0.70043
7 7 -0.982058
7 9 -0.599437
7 11 -0.0890472
7 13 0.320257
7 15 0.595053
7 17 0.764842
7 19 0.865361
7 21 0.923519
7 23 0.956748
7 25 0.9756
7 27 0.986254
7 29 0.992262
7 31 0.995646
7 33 0.997551
7 35 0.998623
7 37 0.999225
7 39 0.999564
7 41 0.999755
7 43 0.999862
7 45 0.999923
7 47 0.999956
7 49 0.999976
7 51 0.999986
7 53 0.999992
7 55 0.999996
7 57 0.999998
7 59 0.999999
7 61 0.999999
7 63 1
8 1 -0.1455
8 3 0.959933
8 5 -0.212037
8 7 -0.973213
8 9 -0.818632
8 11 -0.320543
8 13 0.147631
8 15 0.482914
8 17 0.696707
8 19 0.825383
8 21 0.900502
8 23 0.943633
8 25 0.96817
8 27 0.982059
8 29 0.989898
8 31 0.994315
8 33 0.996802
8 35 0.998201
8 37 0.998988
8 39 0.999431
8 41 0.99968
8 43 0.99982
8 45 0.999899
8 47 0.999943
8 49 0.999968
8 51 0.999982
8 53 0.99999
8 55 0.999994
8 57 0.999997
8 59 0.999998
8 61 0.999999
8 63 0.999999
9 1 -0.91113
9 3 0.893434
9 5 0.34166
9 7 -0.793854
9 9 -0.956644
9 11 -0.534098
9 13 -0.0296508
9 15 0.3622
9 17 0.62161
9 19 0.780766
9 21 0.874638
9 23 0.92884
9 25 0.959773
9 27 0.977311
9 29 0.98722
9 31 0.992807
9 33 0.995953
9 35 0.997723
9 37 0.99872
9 39 0.99928
9 41 0.999595
9 43 0.999772
9 45 0.999872
9 47 0.999928
9 49 0.99996
9 51 0.999977
9 53 0.999987
9 55 0.999993
9 57 0.999996
9 59 0.999998
9 61 0.999999
9 63 0.999999
10 1 -0.839072
10 3 0.347627
10 5 0.790132
10 7 -0.475405
10 9 -0.999786
10 11 -0.717758
10 13 -0.205998
10 15 0.235055
10 17 0.540302
10 19 0.731761
10 21 0.846009
10 23 0.912396
10 25 0.950415
10 27 0.972014
10 29 0.98423
10 31 0.991122
10 33 0.995004
10 35 0.99719
10 37 0.998419
10 39 0.999111
10 41 0.9995
10 43 0.999719
10 45 0.999842
10 47 0.999911
10 49 0.99995
10 51 0.999972
10 53 0.999984
10 55 0.999991
10 57 0.999995
10 59 0.999997
10 61 0.999998
10 63 0.999999
11 1 0.0044257
11 3 -0.384674
11 5 0.995257
11 7 -0.0736607
11 9 -0.94378
11 11 -0.861245
11 13 -0.375847
11 15 0.103736
11 17 0.453596
11 19 0.678642
11 21 0.814705
11 23 0.894329
11 25 0.940108
11 27 0.966171
11 29 0.980929
11 31 0.989261
11 33 0.993956
11 35 0.9966
11 37 0.998087
11 39 0.998924
11 41 0.999395
11 43 0.99966
11 45 0.999809
11 47 0.999892
11 49 0.99994
11 51 0.999966
11 53 0.999981
11 55 0.999989
11 57 0.999994
11 59 0.999997
11 61 0.999998
11 63 0.999999
